"alcohol","density","free.sulfur.dioxide","residual.sugar","volatile.acidity","total.sulfur.dioxide","quality"
9.5,0.99523,54,7.1,0.26,201,1
9.5,0.99542,58,7.9,0.27,215,1
9,0.9959,55,7.5,0.3,191,0
10.1,0.99543,61,7.6,0.28,204,1
8.8,0.99662,37,10.3,0.24,122,0
11.9,0.99088,25,1.7,0.27,122,1
11.9,0.99088,25,1.7,0.27,122,1
9.3,0.99922,32,19.95,0.28,174,1
10,0.9966,11,7.7,0.39,110,1
9.5,0.99466,49,5.3,0.2,201,0
9.3,0.99922,32,19.95,0.28,174,1
9.7,0.99836,20,12.7,0.31,139,0
9.7,0.99836,20,12.7,0.31,139,0
10.2,0.99238,45,1.5,0.18,155,0
10.8,0.99645,13,11.3,0.23,96,0
8.8,1,32,18.1,0.21,133,0
8.8,1,32,18.1,0.21,133,0
11.4,0.99376,37,7,0.26,175,1
8.8,1,32,18.1,0.21,133,0
9.8,0.99513,39,6.4,0.31,191,0
9.4,0.99556,11,1.4,0.34,119,0
9.4,0.99556,11,1.4,0.34,119,0
9.4,0.99543,54,3.1,0.3,174,1
9.4,0.99886,37,14.1,0.4,194,1
9.7,0.99526,63,7.7,0.32,212,1
12.3,0.99166,36,5.2,0.34,140,1
9.8,0.99691,45,11.6,0.26,178,1
9,0.99732,18,10.4,0.27,134,0
9.2,0.99573,46,7.5,0.28,203,1
9.4,0.99656,68,11.2,0.3,215,1
9.9,0.99112,20,0.8,0.175,67,1
9.8,0.99214,13,1.4,0.34,145,0
12.3,0.99165,34,4.7,0.34,148,1
11.9,0.99004,15,3.1,0.12,37,1
10.2,0.99463,33,4,0.32,170,1
9.5,0.99683,61,11.3,0.51,224,1
11.9,0.99004,15,3.1,0.12,37,1
9.2,0.99596,67,8.1,0.24,216,0
9.7,0.99898,28,14.8,0.41,174,0
11.5,0.99114,35,1.4,0.18,138,1
10.4,0.99508,32,8.1,0.17,162,1
11.6,0.99306,41,3.5,0.2,174,0
9.7,0.99898,28,14.8,0.41,174,0
10.4,0.99508,32,8.1,0.17,162,1
11.5,0.99114,35,1.4,0.18,138,1
10.2,0.99342,29,1.5,0.16,108,1
9.8,0.99345,27,1.5,0.16,109,1
9,0.99772,26,12.8,0.42,158,0
10.5,0.99239,57,1.6,0.3,163,1
9.4,0.99502,8,7.1,0.54,178,0
9.4,0.99502,8,7.1,0.54,178,0
10.8,0.99479,53,11.2,0.22,149,0
10.7,0.99207,19,1.7,0.23,95,1
10.6,0.99497,21,6.7,0.26,162,1
9.2,0.99828,15,17.3,0.23,110,1
9.5,0.99542,30,8.6,0.28,142,1
9.5,0.99542,30,8.6,0.28,142,1
10,0.99228,20,1.5,0.27,111,0
10.6,0.99706,34,12.1,0.29,177,0
10.6,0.99497,21,6.7,0.26,162,1
10.6,0.99669,19.5,10.7,0.27,166,0
9.2,0.99828,15,17.3,0.23,110,1
11,0.99269,28,1.8,0.32,117,1
11.2,0.99196,17,1.4,0.22,159,1
9.6,0.99662,26,7.5,0.5,175,0
9.4,0.99475,27,4.8,0.33,128,0
9.5,0.99544,62,7.1,0.26,209,1
9.3,0.99944,51,16.9,0.2,188,0
9.4,0.99475,27,4.8,0.33,128,0
9.5,0.99544,62,7.1,0.26,209,1
9.4,0.9966,8,11.3,0.36,110,0
11.2,0.99066,63,1.1,0.13,146,1
11.2,0.9907,67,1.2,0.15,150,1
11.2,0.99066,63,1.1,0.13,146,1
8.8,0.998,54,12.9,0.23,170,0
11.2,0.9907,67,1.2,0.15,150,1
11.2,0.99066,63,1.1,0.13,146,1
9.4,0.99307,17,1.2,0.255,137,0
11.1,0.99106,11,2.3,0.32,103,1
9.6,0.99696,36,10,0.28,131,0
11.1,0.99106,11,2.3,0.32,103,1
9.4,0.99307,17,1.2,0.255,137,0
10.6,0.99167,28,1.4,0.41,160,1
8.9,0.99902,59,14.9,0.37,240,0
12.3,0.98992,17,1.8,0.21,80,1
11.4,0.99182,39,1.8,0.24,132,0
9.6,0.99556,60,7,0.28,207,1
10.3,0.99582,25,8.6,0.24,135,1
11.4,0.99182,39,1.8,0.24,132,0
12.1,0.98972,29,1.1,0.16,80,1
9.9,0.99352,10,1.3,0.14,56,0
9.7,0.9946,31,4.9,0.34,185,0
10.5,0.99273,70,1.9,0.26,154,0
8.9,0.99628,85,10.4,0.17,182,1
9.4,0.99582,74,10,0.27,227,0
9.6,0.99553,63,8.6,0.25,206,0
12.6,0.98914,45,1.7,0.3,104,1
9.2,0.99354,49,1.7,0.28,106,1
10.4,0.99976,36,18.95,0.3,174,0
9,0.99808,19,12.8,0.18,171,1
9,0.99808,19,12.8,0.18,171,1
9,0.99808,19,12.8,0.18,171,1
9,0.99808,19,12.8,0.18,171,1
9,0.99808,19,12.8,0.18,171,1
9,0.99808,19,12.8,0.18,171,1
9.2,0.9919,15,0.7,0.14,89,1
9,0.99808,19,12.8,0.18,171,1
9.7,0.99499,25,1.4,0.615,154,0
10.1,0.99655,47,13.3,0.13,132,1
11,0.99615,24,8.5,0.34,152,1
10.8,0.99296,32,1.5,0.32,144,0
10.8,0.99482,49,11.7,0.21,147,0
13.5,0.99079,12,5,0.5,107,1
10.6,0.99366,18,1.2,0.52,167,0
9.8,0.99434,28,2.1,0.28,208,0
11.7,0.98958,56,1.4,0.22,115,1
9.8,0.99434,28,2.1,0.28,208,0
9,0.99938,58,16,0.32,185,1
11.3,0.99059,51,1.1,0.11,132,1
9.4,0.99835,64,15.3,0.26,185,0
11.7,0.98958,56,1.4,0.22,115,1
11.3,0.99159,37,2.8,0.3,107,1
11.3,0.99159,37,2.8,0.3,107,1
12,0.98931,4,0.9,0.2,28,1
10.6,0.9938,22,2.5,0.2,157,1
10.8,0.99558,47,8.1,0.26,202,1
10.8,0.99563,53,8.2,0.25,209,1
12,0.98931,4,0.9,0.2,28,1
9.4,0.99691,44,11.1,0.27,177,0
9.4,0.9959,61,7.8,0.3,219,0
11.3,0.99159,37,2.8,0.3,107,1
9.4,0.99628,29,10.1,0.36,140,0
12,0.99076,20,3.2,0.21,80,0
10.3,0.99678,47,14.2,0.18,129,1
10.3,0.99678,47,14.2,0.18,129,1
10.3,0.99678,47,14.2,0.18,129,1
11.3,0.99089,48,2.9,0.26,126,1
9.4,0.99537,31,6,0.35,150,1
8.7,1.0002,40,20.4,0.28,144,0
9.4,0.99628,29,10.1,0.36,140,0
11.3,0.99089,48,2.9,0.26,126,1
10.3,0.99678,47,14.2,0.18,129,1
12,0.99076,20,3.2,0.21,80,0
8,0.99332,89,0.95,0.19,159,0
10.4,0.99316,36,1.7,0.24,136,1
10.7,0.99272,39,1.7,0.17,128,1
10.2,0.99636,42,9,0.24,219,1
10.9,0.99202,72,1.3,0.6,197,0
10.5,0.99148,23,1.4,0.445,109,1
11.7,0.99064,36,2.4,0.28,100,1
8.6,0.99884,61,16,0.44,186,0
9,0.99773,40,11.4,0.24,174,0
8.7,1.00013,27,14.35,0.31,191,0
12.8,0.98974,26,2.1,0.32,87,1
9,0.99773,40,11.4,0.24,174,0
8.7,1.00013,27,14.35,0.31,191,0
11.8,0.99112,42,1.1,0.13,104,1
11.6,0.99136,36,1.1,0.14,84,1
11.8,0.99132,28,1.2,0.2,89,1
10.6,0.99642,55,15.8,0.15,158,0
9.7,0.99488,14,5.2,0.23,91,0
10.3,0.99527,24,5.2,0.33,151,0
10.2,0.99578,56,9.6,0.17,178,1
10.1,0.99352,38,5.2,0.12,113,1
10.9,0.99199,9,1.2,0.18,71,1
9.3,0.99198,43,0.8,0.15,127,0
10.2,0.99756,29,14.45,0.23,144,1
10.2,0.99578,56,9.6,0.17,178,1
9.5,0.99561,43,6.9,0.34,162,0
9.3,0.99347,25,3.4,0.68,146,0
12.9,0.98936,45,2.3,0.22,80,1
8.7,0.99786,45,11,0.28,148,0
9.4,0.99705,76,5.95,0.4,303,0
10.1,0.9942,71,5.1,0.19,204,0
10,0.9948,60,5.4,0.23,196,0
11.1,0.99116,51,1.2,0.14,129,1
10.3,0.99688,65,12.6,0.15,158,1
12.2,0.98974,27,1,0.15,73,1
9.3,0.99542,35,6.6,0.33,156,1
11.3,0.99154,46,1.5,0.3,178,1
10.8,0.99118,46,1,0.23,110,1
11.2,0.99044,15,1.1,0.13,86,1
12.5,0.9914,36,6.6,0.21,91,1
9.3,0.9979,15,8.2,0.4,122,0
12.9,0.98892,38,2,0.34,142,1
11.2,0.99114,21,1.4,0.12,131,1
12.6,0.99188,21,2,0.655,120,1
9.3,0.99583,45,7.5,0.26,179,0
12.9,0.98892,38,2,0.34,142,1
12.9,0.98892,38,2,0.3,142,1
9.5,0.99704,46,13.3,0.15,120,1
11.9,0.9911,5,2.85,0.37,24,1
10.3,0.99334,23,5.6,0.35,120,1
10.3,0.99334,23,5.6,0.32,120,1
11.2,0.99094,33,1,0.1,93,1
12,0.99014,32,3.2,0.25,150,1
9.6,0.99304,21,1,0.31,144,0
9.2,0.99652,29,7.1,0.18,110,1
12.9,0.98944,52,2.4,0.17,119,1
9.3,0.99772,46,11.2,0.19,149,1
12.1,0.99367,15,9.5,0.32,136,1
9.6,0.99304,21,1,0.31,144,0
11.2,0.99183,35,1.8,0.21,128,1
11.2,0.99126,28,2.6,0.16,98,1
12.9,0.98944,52,2.4,0.17,119,1
9.2,0.99577,56,8,0.24,187,0
9.3,0.99772,46,11.2,0.19,149,1
9.2,0.99652,29,7.1,0.18,110,1
9.3,0.99428,26,3.3,0.3,124,1
10.7,0.99388,26,10.3,0.28,108,1
9.8,0.99208,20,1.2,0.31,166,1
10.3,0.99256,28,1.6,0.23,143,1
10.7,0.99388,26,10.3,0.28,108,1
11.3,0.9925,26,9.65,0.23,121,1
8.8,0.99904,36,16.4,0.22,182,1
10.8,0.99216,16,1.5,0.18,104,0
9.8,0.99208,20,1.2,0.31,166,1
9.3,0.99428,26,3.3,0.3,124,1
11.5,0.99165,15,5,0.46,72,1
8.8,0.99924,43,16.3,0.23,133,0
8.8,0.99924,43,16.3,0.23,133,0
8.8,0.99924,43,16.3,0.23,133,0
9.4,0.9956,68,6.5,0.26,201,1
9.4,0.99562,64,6.4,0.26,200,1
9.6,0.9972,59,10.2,0.28,209,1
8.8,0.99924,43,16.3,0.23,133,0
9.3,0.9958,56,7.4,0.23,189,1
8.9,0.99976,66,13.7,0.25,184,0
8.9,0.99976,66,13.7,0.25,184,0
10,0.99296,25,1.3,0.2,155,0
9.1,0.9957,47,7.4,0.21,182,0
9.3,0.9958,56,7.4,0.23,189,1
9.4,0.99579,59,7.45,0.24,188,1
10.1,0.99541,46,7.2,0.25,179,1
8.9,0.99976,66,13.7,0.25,184,0
10.8,0.99518,59,10.4,0.16,143,1
10,0.99168,18,1.1,0.28,69,1
10.9,0.99276,53,6.5,0.18,160,1
12,0.99085,29,4.6,0.26,92,1
9.3,0.99873,22,13.9,0.37,171,0
12.3,0.99172,32,5.2,0.4,101,1
10.4,0.99312,29,1.7,0.26,129,1
10.9,0.99276,53,6.5,0.18,160,1
10.5,0.9972,62,16.4,0.23,153,0
9.8,0.99278,22,3.6,0.2,91,1
10.5,0.99092,34,1.5,0.17,121,1
9.9,0.9962,86,12.4,0.35,213,1
11.4,0.99053,24,1.7,0.29,79,1
9.2,0.99858,41,6.2,0.3,190,0
9.7,0.9984,30,6.2,0.51,173,0
10,0.99335,13,2.6,0.51,135,0
11.4,0.99053,24,1.7,0.29,79,1
10.3,0.9949,50,9.3,0.29,141,1
9.9,0.9962,86,12.4,0.35,213,1
10.5,0.99092,34,1.5,0.17,121,1
9.8,0.99532,29,9.1,0.2,95,1
9.3,0.99727,24,12,0.615,131,0
12.4,0.99026,25,4.8,0.32,100,1
9.3,0.99668,54,12.3,0.2,145,1
9.3,0.99727,24,12,0.615,131,0
9.5,0.9952,49,2.7,0.23,165,1
10.5,0.99144,9,3.6,0.27,45,1
10.5,0.99144,9,3.6,0.27,45,1
12.8,0.99015,19,4.3,0.44,99,1
10.8,0.9914,44,1.8,0.34,142,1
10,0.99693,48,11.8,0.26,127,1
11.8,0.99035,96,1.8,0.17,170,1
10,0.99693,48,11.8,0.26,127,1
11.8,0.99035,96,1.8,0.17,170,1
12,0.99006,38,1.4,0.17,108,1
12.6,0.99126,15,6.6,0.43,138,1
11.9,0.98994,15,1.55,0.315,70,1
10.6,0.98985,5,0.7,0.17,28,0
9.2,0.9971,47,6.4,0.34,240,0
10,0.99882,42,11.8,0.33,240,1
9.2,0.99477,18,4.3,0.12,97,0
9.3,0.99478,19,5.1,0.13,103,1
10.2,0.99576,25,5.8,0.18,144,1
10.2,0.99578,25,5.9,0.16,148,1
8.7,0.99354,51,1.3,0.26,154,0
10.7,0.99244,8,1.4,0.32,163,0
12.1,0.99084,4,1.2,0.3,119,1
9.5,0.99612,58,7.4,0.16,152,1
11.2,0.99356,17,10.8,0.27,118,1
12,0.98952,36,1.8,0.16,95,1
9.5,0.99612,58,7.4,0.16,152,1
12.1,0.99084,4,1.2,0.3,119,1
10.7,0.99244,8,1.4,0.32,163,0
8.8,0.99955,29,14.4,0.44,228,1
10.8,0.99374,36,1.7,0.2,135,1
13.1,0.9892,39,3.6,0.29,138,1
12.5,0.99144,22,3.6,0.39,93,1
11.7,0.99352,37,10.05,0.36,131,1
11.7,0.99352,37,10.05,0.36,131,1
11.6,0.9935,35,10.5,0.36,135,1
11.3,0.99237,24,1.9,0.2,111,1
12.5,0.99144,22,3.6,0.39,93,1
11.4,0.99022,42,1.65,0.2,103,0
12.2,0.99032,4,1.9,0.235,117,0
11.7,1.03898,8,65.8,0.965,160,1
10.4,0.99587,32,6.85,0.2,211,1
10.4,0.99587,32,7.4,0.2,211,1
10.4,0.99587,32,7.4,0.2,211,1
9.1,0.99976,35,20.2,0.24,157,0
12.2,0.99354,8,11,0.3,70,1
9.1,0.99976,35,20.2,0.24,157,0
9.4,0.99552,41,6.2,0.4,176,0
9.4,0.99552,42,6.2,0.4,178,0
10.4,0.99587,32,6.85,0.2,211,1
9.2,0.99604,61,8,0.25,189,0
9.4,0.99584,52,8.2,0.26,183,0
13.5,0.98894,39,2.2,0.37,107,1
9.4,0.9963,37,10.1,0.35,151,0
10.9,0.993,15,7.2,0.22,83,1
13.5,0.98894,39,2.2,0.37,107,1
9.4,0.9963,37,10.1,0.35,151,0
11.4,0.99068,34,1.6,0.31,114,1
12.4,0.98964,45,1.3,0.16,125,1
9.2,0.99604,61,8,0.25,189,0
9.4,0.99584,52,8.2,0.26,183,0
10.5,0.9923,8,5.3,0.15,79,1
11.5,0.99437,16,14,0.15,99,1
10.9,0.993,15,7.2,0.22,83,1
10.8,0.99238,36,1.6,0.2,123,1
8.9,0.99801,52,11.8,0.17,148,0
8.9,0.99802,53,9.6,0.18,151,0
9.4,0.99566,60,6.1,0.27,184,1
12.2,0.99067,25,2.7,0.32,153,1
12.1,0.99066,22,3.6,0.26,100,1
10.9,0.9929,23,1.7,0.3,128,0
10.1,0.9934,27,1.6,0.16,109,1
12.2,0.99067,25,2.7,0.32,153,1
13,0.98912,14,1,0.19,71,1
11,0.99066,15,0.9,0.36,72,0
10.8,0.99228,24,1.6,0.17,126,0
13,0.98912,14,1,0.19,71,1
9.3,0.9958,69,10.6,0.11,148,0
11.4,0.99052,63,2,0.21,123,1
9.2,0.99312,49,1.2,0.325,120,0
9.9,0.9968,42,6.2,0.4,241,0
10.5,0.99502,25,9.2,0.2,150,0
12.4,0.99084,18,5,0.27,56,1
9.5,0.99573,52,6.3,0.26,172,1
10.5,0.99256,41,3.3,0.25,161,1
9.1,0.9959,52,8,0.22,196,1
11.5,0.99084,53,1.2,0.14,138,1
11.5,0.99084,53,1.2,0.14,138,1
11.2,0.99644,31,16.2,0.26,170,0
10.8,0.99526,59,11.6,0.22,140,0
9.4,0.9954,31,7.2,0.45,186,0
11,0.99095,13,1.1,0.17,73,1
11.3,0.99188,22,3.4,0.44,112,1
11.2,0.9909,51,1.4,0.15,117,1
10.5,0.99256,41,3.3,0.25,161,1
9.1,0.9959,52,8,0.22,196,1
10.4,0.99581,35,9.3,0.26,154,1
11.2,0.99132,14,2.3,0.15,82,1
11.1,0.98936,34,0.9,0.22,89,1
11.2,0.99136,23,3.5,0.37,92,1
10.5,0.99142,17,1.7,0.375,98,1
10,0.99232,23,1.3,0.2,92,1
10,0.99232,24,1.3,0.22,90,1
10.9,0.993,24,5.6,0.22,97,0
10.9,0.99311,16,7.4,0.22,87,1
11.2,0.99132,14,2.3,0.15,82,1
11.7,0.98993,40,1,0.2,86,0
10,0.99208,55,1.5,0.31,144,0
9.5,0.99776,22,10,0.43,210,0
9,0.99839,55,14.9,0.24,136,0
10,0.99574,19,9.3,0.23,86,0
11.9,0.99093,37,1,0.2,154,0
10.6,0.99156,40,1,0.16,101,1
11,0.99278,29,5.9,0.21,101,1
11.2,0.9924,46,5,0.33,143,1
12,0.98984,29,1.25,0.18,129,1
12.6,0.99035,39,3.9,0.29,96,1
11.2,0.9924,46,5,0.33,143,1
10.5,0.99165,48,0.8,0.21,113,1
10.2,0.9923,66,1,0.21,144,1
11,0.99278,29,5.9,0.21,101,1
12.2,0.99008,12,1.6,0.11,90,1
12.3,0.98964,19,1.3,0.15,76,1
10.6,0.99156,40,1,0.16,101,1
10.4,0.9909,33,1.1,0.19,115,1
12,0.98984,29,1.25,0.18,129,1
12.7,0.9889,22,1.4,0.48,121,1
10.6,0.99178,18,1.2,0.23,128,0
12.3,0.99076,25,5,0.17,108,1
12.7,0.9889,22,1.4,0.48,121,1
11.4,0.99046,20,1.7,0.15,84,1
12,0.98999,93,1.8,0.17,161,1
12.4,0.98946,38,1.6,0.21,95,1
12.1,0.98976,74,1.5,0.23,121,1
11.4,0.99046,20,1.7,0.15,84,1
10.7,0.99672,57,13.9,0.22,135,0
9.3,0.99482,75,5.9,0.15,162,0
12.7,0.98945,35,2.1,0.32,138,1
11.7,0.98883,24,1.1,0.37,88,1
10.7,0.99362,22,6.7,0.25,64,0
11.8,0.99075,38,2.7,0.21,94,1
9.9,0.99436,37,6.7,0.24,125,0
13.4,0.98988,16,3.95,0.475,81,1
12.8,0.99158,30,7.75,0.28,114,1
12.8,0.99265,24,10.6,0.4,87,1
10.5,0.99195,18,1.6,0.41,101,0
11.5,0.99168,24,2.5,0.2,84,0
10.5,0.9918,5,0.7,0.22,25,0
13,0.99313,21,11.1,0.36,132,1
12.4,0.9895,64,5.15,0.285,138,1
10.2,0.9932,40,4.7,0.2,148,1
9,0.99848,67,9.7,0.42,234,0
12,0.9909,85,1.7,0.16,153,1
11.7,0.99014,22,1.4,0.125,68,1
10,0.9952,20,2,0.44,180,0
10.3,0.99652,42,7.5,0.31,218,0
9,0.99848,67,9.7,0.42,234,0
11.1,0.99104,25,0.8,0.18,78,0
9,0.99772,59,13.1,0.21,150,0
10.5,0.9922,37,1.1,0.16,97,1
11.9,0.99076,36,2.2,0.22,92,1
9.4,0.99622,38,8.9,0.36,155,0
11.4,0.9902,26,1.1,0.21,81,1
10.8,0.99114,40,0.9,0.25,114,1
9.8,0.9938,40,1.7,0.31,157,0
9.3,0.99594,59,6.9,0.26,183,0
11.4,0.9902,26,1.1,0.21,81,1
11.3,0.99035,22,1,0.2,73,1
11.3,0.99032,23,1,0.18,73,1
9.5,0.99558,49,7.6,0.37,170,0
9.4,0.99622,38,8.9,0.36,155,0
11.9,0.99076,36,2.2,0.22,92,1
9.3,0.99413,49,1.2,0.18,199,0
11.4,0.99043,22,1,0.14,81,1
11.4,0.99043,22,1,0.14,81,1
12.7,0.98982,57,3.1,0.44,128,1
13.5,0.98934,26,1.95,0.36,118,1
11.2,0.9902,15,2.2,0.28,65,1
10.7,0.99449,38,8.75,0.16,118,0
10.8,0.99629,13,11.9,0.28,92,0
10.5,0.9948,27,2.7,0.39,202,1
13,0.98984,44,5.45,0.44,137,1
10.8,0.99326,41,6.3,0.22,131,1
9.1,0.99834,39,14.4,0.22,118,1
10.1,0.99555,67,7.8,0.25,196,0
11.9,0.98975,13,1.6,0.155,59,1
12,0.99216,45,9.1,0.31,140,1
12,0.99216,45,9.1,0.31,140,1
9.1,0.99834,39,14.4,0.22,118,1
11.6,0.9901,81,1.3,0.21,147,1
11.9,0.98975,13,1.6,0.155,59,1
10.2,0.99573,69,11.3,0.25,192,1
10.8,0.99326,41,6.3,0.22,131,1
9.8,0.99215,11,0.7,0.21,66,0
11.4,0.98993,3,1.25,0.27,89,0
9.8,0.99218,11,0.7,0.17,68,0
10.1,0.99555,67,7.8,0.25,196,0
9.8,0.99564,41,10.3,0.12,98,1
9.8,0.99564,41,10.3,0.12,98,1
10.7,0.99397,49,7.8,0.29,128,1
10.6,0.99576,14,8.7,0.3,111,0
9.3,0.99601,49,8.3,0.26,173,0
9.8,0.99564,41,10.3,0.12,98,1
10.7,0.99397,49,7.8,0.29,128,1
14,0.98713,39,1.2,0.33,150,1
11,0.99308,27,8.3,0.29,107,1
11,0.99308,27,8.3,0.29,107,1
9.4,0.99582,55,6.2,0.26,182,1
9,0.99494,30,5,0.28,139,1
9,0.9929,8,1.8,0.28,108,0
10,0.99471,17,1.6,0.2,101,0
9,0.9929,9,1.8,0.27,109,0
9,0.9929,8,1.8,0.28,108,0
12.4,0.99037,25,2.9,0.29,79,1
11.3,0.99304,28,6,0.35,123,0
12,0.99026,36,0.9,0.12,86,1
11.7,0.98986,37,1.1,0.12,94,1
10,0.99471,17,1.6,0.2,101,0
13.2,0.98951,26,5.45,0.4,90,1
11,0.99634,41,14.05,0.11,114,1
11,0.99368,30,8,0.23,114,1
9.2,0.99792,14,13.1,0.38,94,0
13,0.99026,38,4.9,0.38,113,1
10.6,0.99362,38,1.3,0.19,128,0
13,0.98919,31,2.2,0.34,119,1
9,0.99835,33,14.9,0.23,118,1
9,0.99835,33,14.9,0.23,118,1
11.5,0.99038,52,0.95,0.31,148,0
11,0.99104,17,1.4,0.2,76,1
11.5,0.99038,52,0.95,0.31,148,0
9.9,0.99286,10,1.7,0.26,112,0
10.4,0.99296,31,5.6,0.22,128,1
9,0.99835,33,14.9,0.23,118,1
9.9,0.9954,50,7.1,0.19,110,1
11,0.9914,71,1.2,0.14,162,1
12.1,0.99286,34,9.6,0.32,124,1
9.7,0.99604,45,11.4,0.23,131,1
9.7,0.99604,45,11.4,0.23,131,1
12.2,0.99119,39,7.9,0.36,123,1
12.4,0.99007,31,5,0.38,113,1
10.5,0.99507,30,11.1,0.23,97,1
10.4,0.99596,29,8,0.2,213,1
12,0.99011,48,3.8,0.26,180,1
12.7,0.99184,4,10.55,0.3,28,1
10.9,0.99469,29,10.2,0.18,115,1
10.9,0.99469,29,10.2,0.18,115,1
10.9,0.99406,29,9.8,0.18,113,1
11.4,0.99305,17,6.3,0.19,103,1
11,0.99096,74,1.1,0.16,184,1
12.6,0.98956,58,4.5,0.27,178,1
11.6,0.9921,45,6.3,0.37,152,1
10.5,0.99496,29,10.9,0.2,130,1
10.9,0.99406,29,9.8,0.18,113,1
10.9,0.99406,29,9.8,0.18,113,1
12.5,0.9888,42,0.8,0.28,119,1
12.1,0.98942,32,0.8,0.35,111,1
11.3,0.99082,35,1.2,0.25,158,1
13.3,0.98802,18,1.3,0.32,112,1
10.9,0.99406,29,9.8,0.18,113,1
10.9,0.99469,29,10.2,0.18,115,1
10.5,0.99496,29,10.9,0.2,130,1
11.6,0.9921,45,6.3,0.37,152,1
11.4,0.99305,17,6.3,0.19,103,1
11,0.99074,26,1.2,0.18,111,1
12.1,0.98968,40,0.9,0.3,156,1
11,0.99096,74,1.1,0.16,184,1
12.6,0.98956,58,4.5,0.27,178,1
13,0.9887,54,3.7,0.3,173,1
8.8,0.99941,50,18.1,0.2,221,1
9.5,0.99388,30.5,1.35,0.25,218,0
11.8,0.99206,30,5.5,0.22,105,1
12.2,0.99035,29,3.1,0.25,93,1
10.7,0.99581,36,12.85,0.13,105,1
11,0.9976,12,19.8,0.45,67,1
11.4,0.99362,14,8.25,0.32,104,1
10.7,0.99581,36,12.85,0.13,105,1
12,0.99016,57,3.8,0.34,135,1
11.9,0.99176,33,6.9,0.22,121,1
11.4,0.99362,14,8.25,0.32,104,1
11.8,0.99439,3,11.7,0.32,46,1
10.6,0.99458,6,4.6,0.27,88,0
9.7,0.99418,24,4,0.74,133,0
11,0.9976,12,19.8,0.45,67,1
10.7,0.99581,36,12.85,0.13,105,1
11,0.99178,69,1.2,0.22,152,1
10.5,0.99456,17,8.9,0.22,118,1
10.4,0.99578,44,11.7,0.32,150,0
10.5,0.99546,21,6.2,0.18,138,1
12,0.99518,22,14.8,0.47,142,1
12,0.99518,22,14.8,0.47,142,1
9.2,0.99646,33,10.8,0.19,124,1
10.9,0.99264,15,1.6,0.14,92,0
9.5,0.99578,50,8.3,0.24,185,1
9.4,0.99604,36,8.4,0.25,156,1
11.3,0.99014,31,2.5,0.24,85,1
10.4,0.99489,26,3.5,0.29,189,0
9.4,0.99884,57,17.2,0.33,170,1
11.3,0.99054,43,2.1,0.23,104,1
8.8,0.99782,59,12.2,0.27,196,1
10.8,0.99519,58,11.8,0.2,130,0
9.4,0.99882,58,16.8,0.33,173,1
9.4,0.99884,57,17.2,0.33,170,1
9.2,0.9931,46,1.1,0.21,114,1
10.3,0.99666,15,14.7,0.27,144,1
9.9,0.99324,21,5.5,0.12,99,1
12.4,0.99086,38,6.1,0.24,112,1
11.9,0.9908,42,1.2,0.18,167,0
11.7,0.99067,33,1.3,0.17,132,1
9.4,0.99711,49,8.7,0.33,199,0
9.6,0.99452,138.5,1.7,0.255,272,0
9.4,0.99711,49,8.7,0.33,199,0
10.4,0.9945,78,10.2,0.2,175,1
9.5,0.99427,26,4.5,0.17,102,0
11.9,0.99152,7,5.9,0.15,73,1
12.5,0.98935,36,1.7,0.25,116,1
13.4,0.98876,6,1.4,0.28,55,0
12.7,0.99174,27,5.4,0.27,114,0
9.1,0.99572,54,7.9,0.25,208,0
10.5,0.99184,23,1.1,0.19,58,1
10.4,0.99454,58,7,0.25,176,0
10.4,0.99454,58,7,0.25,176,0
12.5,0.99164,30,7.6,0.28,110,1
10.4,0.99454,58,7,0.25,176,0
9,0.99778,77,12.3,0.21,183,0
9.8,0.9975,54,15.3,0.15,120,1
9,0.99778,77,12.3,0.21,183,0
10.7,0.99205,29,1.2,0.28,142,0
12.4,0.98962,28,2.3,0.18,111,1
12.5,0.99118,6,6.1,0.53,76,1
12.5,0.99164,30,7.6,0.28,110,1
12.1,0.99274,20,10.2,0.36,82,1
11.3,0.99184,95,4.1,0.25,163,1
12,0.99052,48,2.9,0.24,122,0
10.4,0.99546,29,8.5,0.25,141,0
12.2,0.98972,23,1.5,0.15,87,1
8.6,0.9942,24,3.1,0.28,115,0
9.1,0.99572,54,7.9,0.25,208,0
12.1,0.99022,35,3.5,0.28,91,0
12,0.99253,9,4.9,0.35,125,0
10.5,0.99184,23,1.1,0.19,58,1
10.4,0.99454,58,7,0.25,176,0
11.9,0.9903,10,1.2,0.35,102,1
13.7,0.98906,28,4.5,0.31,94,1
11.3,0.99146,33,2.6,0.17,78,1
10.5,0.9951,24,9.9,0.23,88,1
13.7,0.98906,28,4.5,0.31,94,1
10.1,0.995,38,9.5,0.2,201,0
12.3,0.98876,12,1.5,0.37,76,1
12,0.98956,20,3.2,0.36,89,1
11.3,0.99146,33,2.6,0.17,78,1
9.5,0.99592,61,11.2,0.28,183,1
11.4,0.99129,28,3.2,0.27,152,1
11.9,0.99064,40,2.3,0.25,118,1
10,0.99368,3,4.9,0.24,18,1
10,0.99368,3,4.9,0.24,18,1
11.3,0.99121,19,1.4,0.13,102,1
11.7,0.99104,30,1.5,0.78,133,0
11,0.99221,44,6.7,0.33,129,1
12.2,0.98924,34,2.1,0.34,111,1
10.7,0.99176,57,4.3,0.14,124,1
10.9,0.99432,25,10.9,0.26,84,1
